EmployeeId,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,Attrition
796,44,1059,1,3,1,4,61,3,2,3,4979,17510,3,15,3,2,80,0,8,3,2,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1.0
133,32,1457,10,3,1,4,60,3,2,3,4714,23869,7,12,3,3,80,0,6,2,3,4,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0
1146,28,976,1,2,1,3,85,2,1,3,2103,19926,0,14,3,3,80,0,7,1,2,6,2,1,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0
1159,24,1433,1,1,1,1,62,3,1,1,3211,21974,0,15,3,1,80,0,6,3,3,5,2,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
468,35,1166,4,3,1,3,84,3,2,1,9574,10305,0,21,3,1,80,0,8,2,3,8,7,4,7,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,1.0
48,26,1327,21,3,1,1,37,3,1,3,2380,19375,1,20,4,3,80,1,1,0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1.0
71,37,613,1,3,1,1,46,2,3,3,10584,14973,4,11,3,2,80,0,17,1,1,13,1,10,6,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1.0
1176,37,408,19,4,1,2,64,2,2,1,8780,17650,1,13,3,2,80,0,7,2,3,5,3,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.0
449,38,589,9,3,1,1,59,2,3,3,10127,22913,5,11,3,2,80,1,17,4,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1.0
1192,28,1193,7,3,1,3,69,2,1,2,2969,11315,3,16,3,3,80,0,2,3,2,1,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
750,23,649,5,2,1,1,66,2,1,1,2081,6410,1,18,3,2,80,0,1,1,3,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
655,35,752,15,2,1,2,66,3,1,2,3995,5128,1,14,3,3,80,1,5,3,3,3,3,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
968,32,345,6,2,1,3,37,2,1,2,2674,9540,0,15,3,1,80,0,1,1,3,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
218,23,1351,17,1,1,3,61,3,1,3,2699,8786,1,18,3,1,80,0,3,2,2,3,1,2,1,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
1051,32,547,1,3,1,4,62,3,1,4,2716,5188,1,13,3,2,80,0,9,2,2,9,8,6,7,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
911,29,336,17,1,1,3,74,2,2,3,7289,22941,1,12,3,1,80,0,9,2,2,7,5,4,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
413,32,962,10,2,1,4,75,3,2,3,4803,22975,0,18,3,1,80,1,8,2,2,8,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
1340,49,696,6,3,1,2,78,2,1,1,4679,17632,2,16,3,1,80,0,11,2,2,6,1,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
810,33,806,3,1,1,1,96,1,1,1,2178,20520,4,18,3,1,80,0,3,2,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
196,34,976,22,3,1,2,43,2,3,1,9951,11547,8,14,3,3,80,2,11,1,2,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
28,36,1083,10,2,1,1,62,1,1,2,4655,14433,4,14,3,1,80,0,14,2,1,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
1121,27,1212,3,3,1,3,55,2,1,3,2705,4249,2,14,3,2,80,0,3,4,2,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1.0
537,30,860,5,2,1,3,76,2,1,1,3237,6761,3,22,4,2,80,0,8,2,3,5,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
1312,29,1395,11,1,1,3,76,3,1,3,2456,23046,1,12,3,4,80,0,1,3,2,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
882,20,585,21,3,1,3,38,1,1,2,2151,10055,1,12,3,2,80,0,1,2,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
435,31,948,12,2,1,3,93,2,1,2,2355,3506,1,13,3,1,80,0,1,2,1,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
534,26,743,3,3,1,1,82,3,1,1,4058,9530,5,14,3,2,80,0,6,4,3,2,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,1.0
307,48,846,3,2,1,1,83,2,1,3,2660,3788,1,14,3,3,80,0,3,2,3,2,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
794,30,1116,7,3,1,3,82,3,3,1,7411,9637,1,11,3,1,80,0,10,2,2,10,8,3,7,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
902,29,524,15,3,1,2,70,2,1,1,2268,11508,5,15,3,2,80,0,4,3,3,2,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1.0
352,34,1121,11,3,1,3,69,3,3,1,9722,10791,3,19,3,1,80,1,9,2,3,6,5,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
443,36,574,9,3,1,1,57,2,3,3,10094,22997,5,11,3,2,80,1,16,4,2,2,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
644,29,1117,16,2,1,3,52,3,1,2,2721,8527,1,17,3,2,80,0,10,1,2,10,7,8,7,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
879,20,498,2,2,1,2,48,2,1,2,2064,22035,1,13,3,3,80,0,2,3,2,2,2,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
249,34,965,22,2,1,2,44,2,3,1,9927,11675,8,15,3,3,80,2,10,2,3,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
859,30,786,8,3,1,2,47,2,1,3,4858,16101,5,15,3,3,80,0,5,2,2,1,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
410,41,712,9,3,1,1,58,2,3,3,10242,23406,4,12,3,2,80,1,17,4,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1.0
1338,49,694,6,3,1,2,78,2,1,1,4661,17624,2,16,3,1,80,0,11,2,2,6,1,5,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1147,27,1407,11,3,1,2,49,2,1,3,3049,10967,1,12,3,3,80,0,1,2,2,1,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1.0
619,35,656,4,1,1,1,71,2,1,1,3230,17133,2,15,3,2,80,0,9,2,3,2,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
830,25,377,10,2,1,2,76,2,1,1,1988,14151,1,15,3,3,80,0,0,1,3,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
1410,27,1372,12,1,1,2,76,3,1,3,2539,22939,0,11,3,3,80,0,1,3,2,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
467,23,550,5,1,1,2,80,2,1,1,2676,6433,0,23,4,2,80,0,4,2,3,4,2,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1.0
384,31,307,28,2,1,3,71,2,1,2,3478,11651,0,11,3,2,80,0,6,2,3,5,4,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
1218,33,642,7,2,1,1,66,1,2,3,6145,22889,0,23,3,3,80,0,9,2,3,8,7,0,6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
421,30,141,22,2,1,1,48,2,1,2,2162,11541,3,11,3,2,80,0,6,2,3,5,2,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1217,28,1016,16,3,1,2,44,2,2,1,4993,3090,3,19,3,2,80,0,9,2,2,7,4,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
138,33,297,8,2,1,3,37,1,1,2,2496,12175,0,15,3,3,80,0,3,2,2,2,2,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
1308,24,1097,2,4,1,3,51,2,1,4,2816,4437,0,11,3,2,80,0,2,4,2,2,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1.0
459,37,622,14,3,1,1,48,3,2,1,9692,10677,5,16,3,3,80,1,9,3,3,5,4,3,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
372,29,581,15,2,1,1,69,1,2,3,4563,24787,4,11,3,2,80,0,4,2,3,2,2,2,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1.0
870,30,839,6,3,1,2,41,2,1,3,3270,17338,3,13,3,1,80,1,10,1,2,7,7,6,6,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.0
489,40,642,4,3,1,1,53,2,3,3,10208,14386,3,13,3,3,80,0,13,2,1,11,3,8,7,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1.0
692,29,190,26,3,1,2,40,2,2,3,7330,24015,2,19,3,3,80,2,9,3,2,8,3,0,6,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1.0
933,26,951,2,3,1,3,78,2,1,3,2346,19765,0,15,3,3,80,0,5,2,2,4,1,1,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
187,31,264,9,4,1,2,80,1,2,3,6173,20800,3,17,3,2,80,0,11,3,2,7,6,6,7,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1.0
516,37,518,5,1,1,3,49,2,3,3,11141,4787,0,11,3,1,80,0,17,5,2,17,7,5,8,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,1.0
1290,29,849,14,1,1,2,78,1,1,3,2180,15202,1,12,3,2,80,0,3,3,2,3,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
687,33,1050,12,3,1,1,63,2,1,1,2897,3089,2,14,3,1,80,0,7,1,3,6,5,5,4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,1.0
940,20,1261,4,3,1,2,66,3,1,2,1955,8106,1,13,3,3,80,0,0,2,3,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,1.0
940,30,780,6,3,1,1,40,2,1,2,3375,17272,2,14,3,1,80,1,10,2,3,6,6,6,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1173,26,908,14,2,1,2,67,3,1,3,2638,22874,0,11,3,2,80,0,4,2,2,4,4,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
422,32,1126,16,1,1,1,71,1,1,1,3926,4680,1,21,3,2,80,0,9,4,2,9,2,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
868,31,459,3,4,1,3,67,2,1,3,2501,5061,1,12,3,3,80,0,9,2,2,9,8,4,7,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
650,35,902,17,3,1,4,51,2,1,3,3074,19869,2,20,3,3,80,0,12,1,1,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,1.0
52,53,543,2,2,1,2,69,2,5,2,19853,23040,3,13,3,4,80,1,27,2,3,15,6,2,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1.0
313,39,813,3,4,1,4,31,1,3,3,13093,25796,2,11,3,3,80,0,21,2,2,19,10,10,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
853,51,422,19,4,1,1,86,3,3,2,12977,9662,4,15,3,3,80,0,18,2,2,15,7,5,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1357,31,1067,8,3,1,2,65,2,1,2,3583,11678,4,15,3,3,80,0,6,2,2,2,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
431,30,968,19,3,1,1,56,2,1,2,2308,2999,3,19,3,1,80,0,5,0,2,2,1,2,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1.0
939,28,765,23,1,1,3,55,2,3,1,7853,11607,1,12,3,1,80,0,10,2,1,10,7,2,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
892,45,747,1,2,1,1,85,2,2,3,5348,18949,7,14,3,3,80,0,20,2,2,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
612,30,1078,1,3,1,3,55,3,1,2,2270,8299,1,11,3,1,80,0,2,2,3,2,1,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,1.0
821,35,1343,16,3,1,1,42,1,1,3,2359,10468,4,12,3,3,80,1,7,2,2,4,0,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
485,27,888,3,3,1,2,45,1,1,2,1377,16520,1,12,3,1,80,0,1,3,2,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
532,32,973,6,2,1,3,78,2,1,1,3290,6832,4,22,4,2,80,0,8,3,3,5,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
1232,29,998,17,3,1,2,45,2,2,1,4946,3094,3,19,3,2,80,0,9,2,2,8,4,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
157,44,561,2,2,1,2,47,1,4,4,16257,25833,1,13,3,3,80,0,25,2,2,25,11,7,8,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0
766,28,1046,3,3,1,3,85,3,1,1,2550,8488,4,11,3,3,80,0,6,4,3,4,1,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
1112,30,472,16,2,1,1,58,2,1,2,5186,15345,3,12,3,1,80,0,7,1,3,1,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
555,34,915,9,2,1,2,60,1,1,2,3407,6851,7,18,3,1,80,1,9,3,3,4,3,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
286,33,1103,9,3,1,1,53,3,1,2,2728,3079,1,14,3,3,80,0,1,0,2,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0
1036,36,1221,11,2,1,2,49,2,1,2,2375,13908,4,13,3,4,80,1,4,2,2,2,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.0
754,27,1448,1,1,1,2,87,3,1,1,2990,16118,1,12,3,2,80,1,5,3,3,3,2,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1.0
1365,29,421,20,2,1,1,73,1,2,1,5409,22241,5,20,3,4,80,0,7,4,3,4,3,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
293,33,404,6,3,1,3,85,2,1,3,3528,21484,2,15,3,1,80,1,4,0,1,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1.0
967,46,232,7,3,1,1,84,3,4,3,12880,11555,6,13,3,3,80,1,22,3,2,18,7,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1316,44,979,3,1,1,2,56,2,1,3,2578,13691,5,14,3,4,80,1,4,3,2,2,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1219,20,676,5,1,1,1,84,2,1,2,2161,9337,1,11,3,2,80,0,2,3,3,2,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,1.0
1019,52,307,12,3,1,1,77,3,4,2,13706,7999,4,16,3,2,80,0,23,2,2,19,7,4,9,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.0
86,49,1259,5,4,1,1,51,3,1,3,2594,10471,6,11,3,3,80,2,14,2,3,8,1,1,5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1.0
1443,40,351,24,3,1,3,58,2,3,2,9276,17227,2,12,3,3,80,0,9,2,2,4,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.0
735,57,169,22,3,1,3,93,2,3,3,10315,3444,1,12,3,4,80,1,39,2,2,39,9,14,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0
969,27,1434,1,1,1,2,86,3,1,1,3015,16228,0,11,3,2,80,1,5,3,3,3,2,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1.0
1218,29,805,1,2,1,2,36,2,1,1,2321,6685,1,11,3,3,80,1,1,1,2,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1.0
382,28,702,9,3,1,3,54,2,1,3,2297,22114,3,13,3,3,80,0,5,2,1,3,3,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
809,45,793,24,2,1,2,79,4,2,2,6503,10195,3,11,3,3,80,0,8,2,3,5,4,1,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
511,38,914,6,2,1,2,94,3,2,3,6038,19863,6,11,3,1,80,0,8,0,1,6,3,1,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1255,28,688,1,2,1,1,67,1,1,1,2229,3903,7,13,3,4,80,0,9,3,2,6,6,2,6,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
969,38,880,4,2,1,3,56,2,1,3,2093,3367,3,13,3,3,80,0,18,5,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
268,33,1012,23,2,1,2,44,2,3,1,9869,11586,8,14,3,2,80,2,10,2,2,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
623,29,1158,11,1,1,2,57,1,1,2,3838,4654,1,19,3,2,80,0,8,4,3,8,3,5,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1077,45,618,14,3,1,1,70,2,3,3,8183,13866,1,11,3,4,80,0,12,1,2,10,7,0,5,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
1203,26,1394,15,3,1,1,48,1,1,3,2850,10859,1,12,3,3,80,0,1,2,2,1,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1.0
753,22,809,3,1,1,2,50,2,1,3,4099,9792,1,18,3,1,80,0,4,3,3,2,2,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
25,42,1352,7,3,1,1,42,3,1,3,2527,9915,6,13,3,2,80,2,13,2,3,7,0,1,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0
1083,29,670,13,3,1,3,78,2,1,1,2320,11497,5,17,3,2,80,0,4,4,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1.0
649,26,674,5,3,1,1,80,2,1,1,3974,9529,4,15,3,3,80,1,5,4,2,2,2,0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
699,31,1055,5,3,1,3,59,3,1,2,1862,3385,2,17,3,3,80,1,10,4,3,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
622,43,953,1,2,1,1,95,2,2,3,5802,19421,8,11,3,1,80,0,12,0,1,4,2,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
1102,27,557,8,2,1,1,68,2,1,2,2177,15195,4,13,3,2,80,0,5,2,2,3,2,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1.0
809,27,1245,8,2,1,1,56,2,1,2,3422,14228,2,15,3,3,80,0,8,3,2,4,2,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
218,37,900,24,3,1,1,55,3,3,1,10467,11188,6,14,3,3,80,2,10,2,2,4,3,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
979,33,521,15,3,1,1,63,3,3,3,9916,22769,4,11,3,1,80,0,14,3,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
519,29,1104,3,2,1,4,55,3,1,2,2349,8386,1,11,3,1,80,0,2,2,3,2,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
